AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,50.6,49.4,0.3,6.7,24.5,15.3,15.0,16.7,10.2,11.3,31.9,68.1,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,17,0,2023-03-20 15:51,16.5,17.8,16,3,28,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,65,나쁨,197.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55.6,44.4,0.0,4.1,36.6,18.8,13.6,12.5,8.4,5.9,24.5,75.5,N,2023-03-20 15:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-20 15:55,37,0,2023-03-20 15:51,16.6,18.1,16,3,14,ESE,2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,53,나쁨,208.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,46.0,54.0,0.2,8.6,18.4,18.3,19.1,16.9,11.4,7.0,27.6,72.4,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,20,0,2023-03-20 15:51,16.5,17.8,16,3,28,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,55,나쁨,204.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,51.6,48.4,0.1,2.2,29.9,27.6,17.9,13.1,6.0,3.2,29.2,70.8,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,16,0,2023-03-20 15:51,16.2,17.6,17,3,21,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,64,나쁨,162.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,44.6,55.4,0.2,4.6,20.5,14.6,16.4,18.8,14.0,11.0,32.0,68.0,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-20 15:55,13,0,2023-03-20 15:51,15.8,17.6,17,3,16,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,63,나쁨,239.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,42.2,57.8,0.2,11.8,14.6,13.9,14.2,14.7,16.0,14.6,21.0,79.0,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,15,0,2023-03-20 15:51,15.8,17.6,17,3,16,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,64,나쁨,200.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,41.1,58.9,0.2,3.0,29.7,31.2,17.9,9.9,5.4,2.8,33.9,66.1,N,2023-03-20 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,15,0,2023-03-20 15:51,16.2,17.6,17,3,21,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,60,나쁨,151.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
여의도,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,130000,135000,56.2,43.8,0.1,2.4,19.5,31.1,24.8,13.9,5.2,3.1,45.3,54.7,N,2023-03-20 15:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-20 15:55,26,0,2023-03-20 15:51,15.1,16,16,3,27,SSE,3.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,57,나쁨,81,나쁨,239.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,41.5,58.5,0.1,3.0,22.2,19.5,14.9,15.7,13.7,10.9,20.4,79.6,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,18,0,2023-03-20 16:01,14.7,15.5,16,3,29,SSE,3.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,57,나쁨,81,나쁨,239.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,53.5,46.5,0.0,1.8,19.2,20.8,19.0,16.2,11.9,11.0,33.4,66.6,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,15,0,2023-03-20 16:01,16.6,18,16,3,26,SSE,2.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,55,나쁨,204.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,28000,30000,42.1,57.9,0.5,11.2,17.5,15.2,14.9,17.2,14.5,9.2,23.7,76.3,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,17,0,2023-03-20 16:01,17.7,19,16,1,17,SE,2.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,64,나쁨,200.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
DMC(디지털미디어시티),약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,28000,30000,49.6,50.4,0.2,3.5,24.7,31.8,22.6,11.1,4.3,1.9,43.4,56.6,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,22,0,2023-03-20 16:01,16.2,17.6,16,3,22,SSE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,67,보통,80,점검중,점검중,PM-2.5,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
가산디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,42000,44000,58.0,42.0,0.0,1.4,24.1,28.4,22.4,14.1,7.1,2.5,43.1,56.9,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,20,0,2023-03-20 16:01,15.6,16.8,15,4,17,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,69,나쁨,227.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
강남역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,70000,72000,47.5,52.5,0.1,4.2,31.3,27.3,18.2,10.4,5.5,3.0,27.2,72.8,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,15,2,2023-03-20 10:25,2023-03-20 18:30,공사,시설물보수,강남대로 (우성아파트 → 강남역) 5차로 시설물보수,127.02999888621915,37.49335390877001,2023-03-20 16:00,2023-03-20 15:39,2023-03-20 18:00,공사,시설물보수,테헤란로 (국기원앞 → 강남역) 1차로 시설물보수,127.03056606748054,37.49903010543608,2023-03-20 16:00,2023-03-20 16:01,16.4,17.7,17,3,22,S,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,71,점검중,점검중,PM-2.5,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,41.8,58.2,0.2,6.5,34.4,16.7,13.7,12.6,9.0,6.9,18.3,81.7,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,18,0,2023-03-20 16:01,16.1,17.6,17,3,20,ESE,2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,53,나쁨,174.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
고속터미널역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,36.7,63.3,0.2,4.6,17.2,15.9,16.7,19.6,15.6,10.2,11.5,88.5,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,18,0,2023-03-20 16:01,16.3,17.9,16,3,27,SSE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,71,점검중,점검중,PM-2.5,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,53.6,46.4,0.1,3.3,18.8,26.0,20.2,15.7,9.3,6.5,34.2,65.8,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,16,0,2023-03-20 16:01,16.4,17.7,17,3,22,S,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,71,점검중,점검중,PM-2.5,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,55.6,44.4,0.2,0.8,24.6,30.1,24.0,13.0,5.5,1.9,41.7,58.3,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,18,0,2023-03-20 16:01,15.6,16.8,15,4,17,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,69,나쁨,227.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,22000,24000,51.8,48.2,0.0,1.0,18.8,28.7,25.4,15.6,7.2,3.3,40.8,59.2,N,2023-03-20 15:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-20 15:55,17,2023-03-20 06:58,2023-03-20 18:00,공사,시설물보수,한강대로 (서울역광장 → 숙대입구역)하위차로 공사차량 점유,126.97259004048024,37.55376996729607,2023-03-20 16:00,8,2023-03-20 16:01,16.6,18,16,3,26,SSE,2.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,54,점검중,점검중,,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
